359.730957	462.635986	9.924169	477.115295	4.063416
350.471649	488.50647	12.734221	492.952759	4.058837
472.451019	506.95639	13.410735	527.243652	4.634093
398.212799	526.622192	12.645831	534.736389	4.293823
390.440857	536.729858	12.500563	536.100281	4.273986
387.256073	535.646484	12.526674	535.446167	4.281616
392.615326	541.307861	12.534715	538.746582	4.254149
400.087555	539.486389	12.781014	537.769348	4.269408
390.533264	541.282837	12.768556	537.297974	4.222106
389.29248	539.677124	12.780999	537.802612	4.15039
379.320099	541.146729	12.86229	536.897095	4.151916
375.399841	539.00238	12.777574	536.927612	4.064941
379.848785	540.524048	12.815639	538.363464	4.077148
380.449219	542.501038	12.917678	537.729126	4.132079
386.348297	541.171875	12.80879	538.453247	4.118346
392.922394	541.895752	12.852498	537.689087	4.15802
394.205841	541.506958	12.744081	537.328857	4.122924
396.515381	542.085083	12.777278	537.957153	4.133605
392.150391	540.768799	12.817307	536.804199	4.13208
409.697357	541.912842	12.725506	537.434265	4.254149
530.756348	542.006348	12.893221	538.300415	4.925537
627.076111	535.061523	12.825581	531.613037	5.313108
633.875732	539.618896	12.853647	532.034973	5.346679
637.557861	536.662598	12.779902	532.89209	5.400085
621.018738	536.47998	12.791864	532.223022	5.276489
629.495239	536.058472	12.814561	533.025024	5.378723
631.209045	534.823242	12.810375	533.464111	5.462646
625.805298	531.052856	12.7906	534.27356	5.444334
623.507629	536.334961	12.732225	534.703918	5.465697
615.75531	535.173645	12.74734	534.930603	5.450438
612.99115	536.100342	12.752224	534.347595	5.484008
618.207153	537.399414	12.794188	535.210205	5.537415
617.539917	537.591797	12.781971	535.009033	5.610656
615.863037	537.568298	12.769992	535.042847	5.656433
625.919189	538.555847	12.852255	535.529541	5.70526
628.832947	539.033813	12.592968	533.939819	5.763245
619.000183	539.617188	12.676693	533.528687	5.755615
631.514099	538.924683	12.785317	534.682007	5.850219
622.17395	538.836914	12.812411	535.266846	5.831908
470.811249	540.140869	12.265042	536.527893	4.920959
463.737305	539.3125	12.976702	535.606506	4.891968
457.213806	541.424438	12.842422	537.232056	4.87976
442.099365	541.057983	12.823606	537.273376	4.78363
437.839569	541.036743	12.807228	535.055603	4.747009
434.626862	541.57312	12.789884	534.876587	4.748535
438.355011	541.872192	12.811604	534.717773	4.792785
429.269409	542.028503	12.760576	537.185059	4.748535
426.300385	541.25177	12.80867	535.420959	4.70581
423.535736	541.12146	12.813787	535.383667	4.702758
463.824982	541.808838	12.792322	532.271851	4.919434
483.770477	541.279297	12.778413	538.281677	5.035399
562.383179	541.723389	12.942245	536.565186	5.48706
603.829407	537.851318	12.902226	530.559814	5.699157
579.003723	540.68396	12.698617	531.669067	5.55725
511.721741	541.367676	12.60584	533.44043	5.1239
402.421112	536.87561	12.660289	535.616333	4.455566
391.311096	539.784241	12.812391	539.061646	4.502868
400.686371	540.174927	12.737445	540.081909	4.510497
404.379761	540.165649	12.776525	539.815063	4.49066
387.028778	539.133606	12.749434	539.79895	4.423522
376.071228	537.704956	12.812423	539.994263	4.354857
383.390686	539.061096	12.767015	541.028564	4.405211
384.631531	539.892334	12.805348	540.521851	4.351806
377.351227	538.436279	12.763839	540.525269	4.299927
382.294037	541.483521	12.813633	539.952515	4.312134
382.517578	540.234131	12.839772	538.502747	4.304504
387.613007	541.961548	12.826847	540.001343	4.338073
373.399811	541.134094	12.762392	540.397217	4.219055
373.665649	541.19873	12.772893	539.91095	4.228209
380.308228	542.058655	12.80587	539.604736	4.277038
391.296051	542.088013	12.855434	539.276367	4.310608
388.098724	542.079163	12.794645	538.881226	4.284667
393.732361	541.105591	12.742653	539.774902	4.281616
398.759949	541.132446	12.8325	537.805725	4.338073
375.540863	540.181885	12.758767	539.313904	4.216002
377.719879	541.170166	12.853029	540.318848	4.2099
363.139008	539.589355	12.729745	540.462158	4.161072
371.271912	540.720459	12.760031	540.212524	4.214478
387.286041	541.720337	12.77957	537.513672	4.313659
368.90976	541.858582	12.785181	539.175781	4.243468
370.929657	541.458374	12.764917	538.181702	4.249572
368.910858	542.025513	12.785908	538.84906	4.283142
355.858154	541.976257	12.736089	539.85144	4.249572
375.112518	541.911987	12.860107	535.82373	4.393004
368.388153	541.746582	12.752928	534.391846	4.348754
373.768707	540.984985	12.796375	533.408447	4.408264
371.06723	540.557373	12.768789	534.161316	4.426575
371.945984	541.871216	12.837632	535.546753	4.508971
372.67511	541.625732	12.798315	533.906128	4.478454
378.755493	541.477051	12.806606	533.020508	4.580688
375.882965	541.622192	12.786815	533.144226	4.606627
386.237152	541.527344	12.803656	532.69873	4.682922
377.315857	540.620361	12.787532	531.977661	4.669189
374.455231	539.955688	12.794108	532.529175	4.638671
375.214081	541.811646	12.771633	533.312134	4.676819
377.629517	541.493652	12.864892	533.130005	4.693603
386.183228	542.045654	12.830462	533.431702	4.776001
394.732056	541.612549	12.83533	531.710693	4.812622
384.451416	542.055664	12.770618	531.910522	4.765319
393.737457	541.486572	12.792568	533.309021	4.817199
383.928497	541.185425	12.781573	534.031006	4.80194
392.959503	541.164429	12.764226	533.845398	4.855346
391.691833	542.072266	12.800585	534.224609	4.827881
385.919189	541.675781	12.84868	532.389221	4.830933
397.108551	541.097046	12.772021	533.871094	4.876709
390.409424	541.250732	12.727592	535.469971	4.832458
392.101105	542.450317	12.955854	533.59314	4.853821
372.348114	541.514587	12.754202	536.070129	4.711913
375.726288	541.102966	12.781799	535.021729	4.800415
452.798615	540.347351	12.76349	531.454102	5.143737
407.010101	536.102966	12.903143	531.802917	4.87976
481.681793	540.216858	12.965158	530.328918	5.256652
391.869202	537.059021	12.743961	534.662231	4.716491
380.989716	541.176758	12.781808	535.8396	4.667663
378.920959	540.692627	12.758848	537.637756	4.641723
367.495636	540.79834	12.823052	537.900879	4.627989
377.773407	541.148132	12.756888	538.007446	4.649352
388.715546	541.430908	12.788364	537.882446	4.685973
389.66037	541.02356	12.848666	537.359436	4.655456
395.727051	541.154663	12.763701	537.377197	4.667663
391.984161	541.604065	12.76321	537.690674	4.655456
393.320099	540.815674	12.745135	537.417358	4.621886
391.306793	540.950562	12.774678	537.910034	4.602049
393.900604	541.314697	12.805926	536.72168	4.618834
399.815338	541.464722	12.839138	536.485229	4.660033
377.935944	541.678223	12.784942	537.242554	4.522704
380.234894	541.310547	12.871604	536.874878	4.537963
381.043793	541.132324	12.776627	538.00592	4.528808
384.277832	541.452026	12.827885	536.064819	4.5578
394.113495	541.516846	12.776608	536.909363	4.547119
400.175995	541.345703	12.697007	536.473572	4.573059
